证券代码,证券名称,风险评分,风险项,风险项数量,风险详情
002857.SZ,三晖电气,80,财报亏损;清仓式减持;已大比例减持,3,最新季度20230630净利润：-484.02万;郑州三晖电气股份有限公司（以下简称“公司”）股东金双寿先生，截至本公告日持有公司2556937股，占公司股份总数的2.00%；股东杨建国先生，截至本公告日持有公司2556937股，占公司股份总数的2.00%。现计划自本公告披露之日起的3个交易日后六个月内通过集中竞价方式或大宗交易方式分别减持公司股份不超过2556937股（占公司总股本比例为2%）。(公告日期：20230207);截止至20230524，该公司重要股东近半年已减持的股份占总股本的比例为：6.00%
300005.SZ,探路者,82,交易所监管;控股股东高质押;股权分散,3,关于对宁波百益钎顺管理咨询合伙企业（有限合伙）的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_30000555158.pdf;该公司存在控股股东质押比例超80%;北京通域合盈投资管理有限公司-北京通域高精尖股权投资中心(有限合伙)(第一大股东)持股比例为7.8%。
301331.SZ,恩威医药,100,,,
300500.SZ,启迪设计,85,应收账款占收入比例过高;会计师事务所变动;交易所监管,3,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为115.62%;最近1-2年内,会计师事务所发生变动;关于对启迪设计集团股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_30050052913.pdf"
300617.SZ,安靠智电,89,应收账款占收入比例过高;短期负债风险,2,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为162.88%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3"
000099.SZ,中信海直,82,应收账款占收入比例过高;最大客户占营收比过高;研发费用减少,3,"截止至2023-06-30,该公司营业收入大于5亿,应收账款占收入比例为98.89%;根据该公司20221231的数据：第一大客户占公司全部营业收入比例67.81%;截止2023-06-30,公司研发费用相比上年同期减少84.02%"
600566.SH,济川药业,94,货币资产充足仍举债,1,"截止20230630,公司货币资产为82.44亿元,流动负债合计为42.82亿元"
000799.SZ,酒鬼酒,94,货币资产充足仍举债,1,"截止20230630,公司货币资产为30.04亿元,流动负债合计为18.96亿元"
301288.SZ,清研环境,100,,,
002249.SZ,大洋电机,100,,,
002740.SZ,*ST爱迪,-38,负债率逐年递增;短期负债风险;流动性风险;高库存隐忧;诉讼风险;定期报告存疑;公司被立案调查;股权分散;股权被司法拍卖;审计无法表示或否定;可能终止上市;*ST股票,12,"截止20221231，资产负债率逐年递增10%以上且最近年度高于70%;截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;截止至2023-06-30，流动比率小于1，速动比率小于0.5;截止至2023-06-30，货币资金占总资产不足15%，应收票据与应收款项之和占总资产超20%，存货占总资产超15%且存货周转率低于1.2 或 非房地产公司的存货超总资产的50%;截止至2023-09-26，公司近三年内诉讼仲裁次数大于2次;ST爱迪尔：董事会关于公司2022年度无法表示意见审计报告涉及事项的专项说明;截止至20230713,福建省爱迪尔珠宝实业股份有限公司（以下简称""公司""）于2023年7月13日收到中国证券监督管理委员会（以下简称""中国证监会""）出具的《立案告知书》（证监立案字0262023007号），因公司涉嫌信息披露违法违规，根据《中华人民共和国证券法》、《中华人民共和国行政处罚法》等法律法规，中国证监会决定对公司立案。公司将积极配合中国证监会的各项相关工作，并严格按照监管要求履行信息披露义务。;李勇(第一大股东)持股比例为6.93%。;ST爱迪尔：关于持股5%以上股东所持部分股份被司法拍卖的进展暨过户完成的公告;1、持续经营能力存在重大不确定性
2019至2022年度持续大额亏损、营业收入大幅下降；截至2022年12月31日公司归属于母公司所有者权益为-56,909.83万元，流动负债高于流动资产44,853.60万元。爱迪尔公司存在大额债务逾期未偿还、面临大量诉讼事项、经营活动现金流为负数、爱迪尔公司被列为失信被执行人、爱迪尔公司处于破产预重整中。以上情况表明公司持续经营能力存在重大不确定性；虽然爱迪尔公司已在其本年度财务报告中对其持续经营的不确定性和改善措施进行了充分披露，由于存在多重不确定性及该等不确定性的潜在相互作用以及可能的累积效应，我们无法就持续经营的编制基础是否恰当形成意见。
2、应收账款减值对财务报表比较数据的影响
爱迪尔公司在2021年度对部分应收账款采用单项认定方式计提预期信用损失，其中：账面余额12,918.61万元应收账款在2021年度全额计提坏账准备，结合2020年度保留事项仍未消除的金额，我们无法对这24,704.77万元应收账款的可收回性获取充分、适当的审计证据。在2022年度公司通过不断催收、客户注销等相关证据，2021年及以前年度保留的应收账款事项在2022年可以消除的金额为7,931.74万元；尚有16,773.03万元未能获取充分、适当的审计证据。3、存货的真实性对财务报表比较数据的影响2021年度审计报告中爱迪尔公司库存商品余额135,901.88万元，其中39,910.97万元全额计提存货跌价准备；由于未能对上述账面余额39,910.97万元的库存商品和存货跌价准备计提获取到充分、适当的审计证据，导致对2020年度财务报表发表保留意见。
爱迪尔公司在2022年度通过不断催收、客户注销、闭店等相关证据2021年及以前保留的存货事项在2022年可以消除的金额为1,562.86万元；尚有38,348.11万元未能获取充分、适当的审计证据。;;"
688623.SH,双元科技,95,上市首日破发,1,公司上市首日即跌破发行价，跌幅为18.66%
605196.SH,华通线缆,95,研发费用减少,1,"截止2023-06-30,公司研发费用相比上年同期减少52.24%"
603701.SH,德宏股份,100,,,
603515.SH,欧普照明,94,货币资产充足仍举债,1,"截止20230630,公司货币资产为49.48亿元,流动负债合计为33.64亿元"
603162.SH,海通发展,85,扣非净利润陡降风险;上市首日破发,2,截止20230630，公司扣非净利润相比去年同期降幅超过50%;公司上市首日即跌破发行价，跌幅为11.81%
600249.SH,两面针,85,财报亏损;长期不分红,2,最新年报20221231净利润：-3858.64万;久不分红，公司最近一次现金分红为2012-12-31财报：10派0.5元(含税)
600095.SH,湘财股份,72,营收陡降风险;财报亏损;控股股东高质押,3,截止20230630，公司营业收入相比去年同期降幅超过50%;最新年报20221231净利润：-3.26亿;该公司存在控股股东质押比例超80%
300198.SZ,纳川股份,61,短期负债风险;财报亏损;审计报告其他非标;股权冻结;关联交易风险;股权被司法拍卖,6,"截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;最新季度20230630净利润：-4359.17万;我们提醒财务报表使用者关注，如财务报表附注十四、（五）其他对投资者决策有影响的重要交易和事项所述，纳川股份公司董事长陈志江先生和由陈志江先生担任法人代表的全资子公司福建纳川塑业有限公司（曾用名福建纳川贸易有限公司（以下简称“纳川塑业”）于2021年7月8日分别收到中国证券监督管理委员会下发的《调查通知书》（深专调查字2021344号、深专调查字2021342号），因纳川塑业、陈志江、张晓樱等涉嫌共同操纵“纳川股份”股票，根据《中华人民共和国证券法》的有关规定，决定对纳川塑业及陈志江先生进行立案调查，截至审计报告出具日，公司尚未收到中国证监会就上述立案调查事项的结论性意见或决定，我们无法判断该事项对纳川股份公司财务报表的影响程度。本段内容不影响已发表的审计意见。;2023-05-18,纳川股份：关于公司股东部分股份被轮候冻结的公告;业务单一且大量关联方交易(关联交易方占净利润111.41%);纳川股份：关于持股5%以上股东被司法拍卖的股份完成过户暨被动减持的公告"
600084.SH,中葡股份,65,财报亏损;股票频繁更名;控股股东高质押;高质押风险;长期不分红,5,最新年报20221231净利润：-8.81亿;截止目前，该公司历史更名次数达4次及以上;该公司存在控股股东质押比例超80%;截止20230922公司质押比例已达41.19%;久不分红，公司最近一次现金分红为2003-12-31财报：10送1转增9股派0.25元(含税)
002010.SZ,传化智联,100,,,
002323.SZ,雅博股份,85,财报亏损;股票频繁更名,2,最新季度20230630净利润：-1644.01万;截止目前，该公司历史更名次数达4次及以上
000812.SZ,陕西金叶,68,短期负债风险;流动性风险;审计报告保留意见,3,"截止至2023-06-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;截止至2023-06-30，流动比率小于1，速动比率小于0.5;（1）陕西金叶下属企业陕西明德城建教育科技有限公司受托管理西安城市建设职业学院（以下简称“城建学院”），受托管理期间2020年4月28日至2023年4月27日，截至2022年末累计向城建学院提供资金支持形成债权182,573,390.43元，由于城建学院近年持续处于资不抵债状态，无法准确预测该笔债权可收回性，我们无法确定上述事项可能对财务报表产生的影响。
（2）陕西金叶合并子公司昆明瑞丰印刷有限公司产生的商誉截至2022年12月31日账面余额38,086.10万元，陕西金叶采用收益法对商誉进行减值测试后未发生减值，我们对陕西金叶采用的评估方法、未来盈利预测的合理性和可实现性存在疑虑，我们无法确定上述事项可能对财务报表产生的影响。
我们按照中国注册会计师审计准则的规定执行了审计工作。审计报告的“注册会计师对财务报表审计的责任”部分进一步阐述了我们在这些准则下的责任。按照中国注册会计师职业道德守则，我们独立陕西金叶，并履行了职业道德方面的其他责任。我们相信，我们获取的审计证据是充分、适当的，为发表审计意见提供了基础。"
301212.SZ,联盛化学,95,交易所监管,1,关于对浙江联盛化学股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_30121255378.pdf
000612.SZ,焦作万方,85,扣非净利润陡降风险;关联交易风险,2,截止20230630，公司扣非净利润相比去年同期降幅超过50%;业务单一且大量关联方交易(关联交易方占净利润79.35%)
