股票代码,股票简称,风险评分,风险项,风险项数量,风险详情
000007.SZ,全新好,65.0,经营现金流风险;业绩公告预警;财报亏损;被频繁问询监管;审计报告其他非标;长期不分红,6.0,"截止至2022-12-31，经营活动产生的现金净流量低于净利润50%,资产负债率>60%;预计公司2022年01-12月归属于上市公司股东的净利润为660万元至990万元，与上年同期相比变动幅度为-83.49%至-75.23%。;最新季度20220930净利润：-893.34万;截止至2023-03-14，公司近一年内问询监管次数大于3次;我们提醒财务报表使用者关注，如财务报表附注十一.2(3)所述：因练卫飞与谢楚安借贷纠纷，全新好承担担保责任，
谢楚安向法院申请强制执行。广东省深圳市中级人民法院于2021年3月17日送达( 2021)粤03执2448号、( 2021)粤03执2450号《执行通知书》，裁定：查封、冻结或划拨执行人深圳市全新好股份有限公司、练卫飞的财产（以人民币94,140,752元及延迟履行期间的债务利息、申请执行费、执行中实际支出的费用等为限)。截止2021年12月31日，全新好计提谢楚安预计负债合计103,314,646.58元。2021年12月13日，广东省深圳市福田区人民法院因上述案件向北京泓钧资产管理有限公司（以下简称“北京泓钧”）下达《协助执行通知》，冻结全新好在北京泓钧的债权上限合计94,140,752.00元，冻结查封期限为三年。2021年5月27日，该案被执行人之一的练卫飞、林辉云向法院提出撤销仲裁裁决申请，深圳市中级人民法院已经受理，目前尚未作出判决，全新好因上述案件需承担的担保责任存在不确定性。
本段内容不影响已发表的审计意见。;久不分红，公司最近一次现金分红为1995-12-31财报：10派0.3元"
301198.SZ,喜悦智行,85.0,清仓式减持,1.0,股东TXT:    持宁波喜悦智行科技股份有限公司（以下简称“公司”）股份5444400股（占本公司总股本比例4.19%）的股东宁波悦扬投资管理合伙企业（有限合伙）（以下简称“悦扬投资”）计划以大宗交易方式（自本公告披露之日起三个交易日后的六个月内）和集中竞价交易方式（自本公告披露之日起十五个交易日后的六个月内）减持其所持有的公司股份，合计减持公司股份不超过5444400股，不超过公司总股本的4.19%
600458.SH,时代新材,95.0,高应收款隐忧,1.0,"截止20220930,该公司应收帐款和净资产均大于20亿，且(应收票据+应收账款)占净资产的1/2及以上"
600292.SH,远达环保,64.0,市盈率过高;净利润陡降风险;短期负债风险;业绩公告预警;业绩变脸风险,5.0,该公司最新财报显示净利润为正，但TTM市盈率超过300;截止20220930，公司扣非净利润相比去年同期降幅超过50%;截止至2022-09-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;预计公司2022年01-12月归属于上市公司股东的净利润为-2840万元，与上年同期相比变动幅度为-151.16%。;截止2023-01-20，三季报显示公司盈利，但预告今年业绩或将亏损
300781.SZ,因赛集团,85.0,已大比例减持,1.0,截止至20221118，该公司重要股东近半年已减持的股份占总股本的比例为：6.72%
001217.SZ,华尔泰,85.0,清仓式减持,1.0,"股东TXT:    宁波梅山保税港区农之杰创业投资合伙企业（有限合伙）（以下简称“宁波农之杰”）持有安徽华尔泰化工股份有限公司（以下简称“公司”、“本公司”）股份13689500股，占本公司总股本比例4.125%。现宁波农之杰计划以集中竞价交易方式或大宗交易方式减持本公司股份13689500股（占本公司总股本比例4.125%）。
    减持期间：不得超过未来六个月。通过集中竞价交易方式减持的期间自公司发布本次减持计划公告之日起十五个交易日后的六个月内；通过大宗交易方式减持的期间自公司发布本次减持计划公告之日起三个交易日后的六个月内(根据法律法规禁止减持的期间除外）。"
300399.SZ,天利科技,85.0,扣非亏损;市盈率过高;员工人数陡降,3.0,该公司最新财报显示净利润为正，但扣非净利润为负;该公司最新财报显示净利润为正，但TTM市盈率超过300;截止2021-12-31，公司员工人数相对上期下降43.71%
601728.SH,中国电信,100.0,,,
002432.SZ,九安医疗,100.0,,,
603955.SH,大千生态,65.0,净利润陡降风险;应收账款坏账风险;业绩公告预警;员工人数陡降;交易所监管,5.0,"截止20220930，公司扣非净利润相比去年同期降幅超过50%;截止至2022-09-30,该公司应收账款(应收票据)周转天数大于500;预计公司2022年01-12月归属于母公司所有者的净利润为1000万元至1200万元，与上年同期相比变动幅度为-82.94%至-79.53%。;截止2021-12-31，公司员工人数相对上期下降35.12%;就公司控制权转让事项进一步明确监管要求。TXT:http://www.sse.com.cn/disclosure/credibility/supervision/measures/other/c/6039552022092987072775.doc"
600238.SH,海南椰岛,76.0,短期负债风险;业绩公告预警;业绩变脸风险;财报亏损;诉讼风险,5.0,截止至2022-09-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;预计公司2022年01-12月归属于上市公司股东的净利润为-12000万元至-10000万元，与上年同期相比变动幅度为-99.53%至-66.28%。;截止2023-01-30，三季报显示公司盈利，但预告今年业绩或将亏损;最新季度20220930净利润：-1382.58万;截止至2023-03-14，公司近三年内诉讼仲裁次数大于2次
301019.SZ,宁波色母,100.0,,,
000713.SZ,丰乐种业,77.0,扣非亏损;业绩公告预警;负面事件,3.0,该公司最新财报显示净利润为正，但扣非净利润为负;预计公司2022年01-12月归属于上市公司股东的净利润为5500万元至6500万元，与上年同期相比变动幅度为-69.94%至-64.48%。;丰乐香料生产线临时限产；丰乐农化合成生产线、部分制剂生产线临时停产
688097.SH,博众精工,79.0,高库存隐忧;股东户数偏少;大比例解禁,3.0,"截止至2022-09-30，货币资金占总资产不足15%，应收票据与应收款项之和占总资产超20%，存货占总资产超15%且存货周转率低于1.2 或 非房地产公司的存货超总资产的50%;截至20220930，该公司股东户数<4000;博众精工非公开发行限售,在三个月内解禁4040.40万股，解禁比例9.09%>8%"
301020.SZ,密封科技,100.0,,,
688376.SH,美埃科技,100.0,,,
300079.SZ,数码视讯,100.0,,,
300949.SZ,奥雅股份,90.0,业绩公告预警;业绩变脸风险;财报亏损,3.0,预计公司2022年01-12月归属于上市公司股东的净利润为-5200万元至-3700万元，与上年同期相比变动幅度为-168.95%至-149.06%。;截止2023-01-18，三季报显示公司盈利，但预告今年业绩或将亏损;最新季度20220930净利润：-4959.42万
002958.SZ,青农商行,87.0,诉讼风险;股权分散,2.0,截止至2023-03-14，公司近三年内诉讼仲裁次数大于2次;青岛国信发展(集团)有限责任公司(第一大股东)持股比例为9.08%。
002597.SZ,金禾实业,86.0,货币资产充足仍举债;行政监管措施或处罚,2.0,"截止20220930,公司货币资产为25.42亿元,流动负债合计为20.73亿元;金禾实业：关于收到行政处罚决定书的公告TXT:http://static.cninfo.com.cn/finalpage/2022-12-28/1215464907.PDF"
000680.SZ,山推股份,92.0,关联交易风险,1.0,业务单一且大量关联方交易(关联交易方占净利润110.24%)
000933.SZ,神火股份,87.0,流动性风险;交易所监管,2.0,截止至2022-09-30，流动比率小于1，速动比率小于0.5;关于对河南神火煤电股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_000933175585.pdf
300557.SZ,理工光科,100.0,,,
000976.SZ,华铁股份,65.0,应收账款占收入比例过高;高商誉风险;业绩公告预警;业绩变脸风险,4.0,"截止至2022-09-30,该公司营业收入大于5亿,应收账款占收入比例为85.91%;截止20220930公司商誉占总资产比例为45.16%;预计公司2022年01-12月归属于上市公司股东的净利润为-170000万元至-150000万元，与上年同期相比变动幅度为-530.66%至-479.99%。;截止2023-01-31，三季报显示公司盈利，但预告今年业绩或将亏损"
301190.SZ,善水科技,100.0,,,
300795.SZ,米奥会展,75.0,财报亏损;三费占营收比例高;被频繁问询监管;股东户数偏少,4.0,最新季度20220930净利润：-1278.73万;截止20211231，三大费用占营业收入50%以上，且较去年同期增长20%以上;截止至2023-03-14，公司近一年内问询监管次数大于3次;截至20220930，该公司股东户数<4000
002583.SZ,海能达,88.0,高库存隐忧;短期负债风险,2.0,截止至2022-09-30，货币资金占总资产不足15%，应收票据与应收款项之和占总资产超20%，存货占总资产超15%且存货周转率低于1.2 或 非房地产公司的存货超总资产的50%;截止至2022-09-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3
002688.SZ,金河生物,100.0,,,
600796.SH,钱江生化,100.0,,,
001260.SZ,坤泰股份,95.0,换手率过高,1.0,截止最新交易日，该股票近5日换手率达122.6242%
300153.SZ,科泰电源,100.0,,,
600746.SH,江苏索普,70.0,净利润陡降风险;业绩公告预警;大比例解禁,3.0,"截止20220930，公司扣非净利润相比去年同期降幅超过50%;预计公司2022年01-12月归属于上市公司股东的净利润为47000万元-52000万元，与上年同期相比下降78.35%-80.43%。;江苏索普非公开发行限售,在三个月内解禁69192.58万股，解禁比例59.25%>8%"
603299.SH,苏盐井神,100.0,,,
600132.SH,重庆啤酒,90.0,市净率过高,1.0,该公司最新财报显示净利润为正，但市净率超过30
600082.SH,海泰发展,84.0,短期负债风险;财报亏损,2.0,截止至2022-09-30，货币资金占短期负债和一年内到期非流动负债不足40%，利息保障倍数<3;最新季度20220930净利润：-3564.97万
300376.SZ,易事特,89.0,"高应收款隐忧;应收账款占收入比例过高;应收款增加,低现金流;交易所监管",4.0,"截止20220930,该公司应收帐款和净资产均大于20亿，且(应收票据+应收账款)占净资产的1/2及以上;截止至2022-09-30,该公司营业收入大于5亿,应收账款占收入比例为123.92%;截止20220930,公司应收账款增速为49.96%，净利润增速为9.86%，经营活动现金流（1903.07万元）小于净利润（39898.35万元）;关于对易事特集团股份有限公司的监管函TXT:http://reportdocs.static.szse.cn/UpFiles/jgsy/gkxx_jgsy_30037651411.pdf"
