证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,所属概念,沪深指数
688230.SH,芯导科技,13.2,54.5,46.38,-0.39,电子-半导体及元件-分立器件,功率,半导体,科技,功率半导体,专注于高品质、高性能的模拟集成电路和功率器件的企业,公司的部分TVS、MOSFET等功率器件产品在技术上处于国内前列,"专精特新,第三代半导体,消费电子,小米",
603958.SH,哈森股份,17.0,17.1,7.73,-0.39,纺织服装-服装家纺-鞋帽及其他,鞋帽,纺织,可选消费,皮鞋,中高端皮鞋品牌商,中高端皮鞋的品牌运营﹑产品设计、生产和销售，中国真皮领先鞋,"台湾,新零售",
601166.SH,兴业银行,3211.7,3211.7,15.46,-0.39,银行-银行-股份制银行,股份制银行,银行,金融,股份银行,全国性股份制银行龙头之一,业务创新能力领先的商业银行之一,"跨境支付（CIPS）,MSCI,证金持股,海峡两岸,央视财经50,优先股","上证50,沪深300"
301326.SZ,捷邦科技,6.1,26.0,36.04,-0.39,电子-消费电子-消费电子零部件及组装,电子结构件,消费电子,科技,功能件和结构件,定制化的精密功能件和结构件生产服务商,消费电子精密功能件及结构件生产商，长期稳定供货苹果，碳纳米管产品主要应用于锂电池领域,"新材料,富士康,比亚迪,宁德时代,苹果,人民币贬值受益,锂电池",
002381.SZ,双箭股份,24.7,31.5,7.66,-0.39,基础化工-化工合成材料-其他橡胶制品,橡胶,合成材料,化工,输送带,国内橡胶输送带行业的领军企业之一,平胶带及胶管系列产品的管带行业骨干企业，国内同行排名第二,"养老,橡胶,长三角一体化,半年报预增,两会,绿色轮胎",
603966.SH,法兰泰克,36.7,36.7,10.19,-0.39,机械设备-专用设备-能源及重型设备,重型机械,机械设备,机械,物料搬运设备,全球领先的起重机及物料搬运产品的专业制造和服务商,国家起重机A类制造企业,"一带一路,专精特新,机械装备,长三角一体化,机器人,换电",上证150
600135.SH,乐凯胶片,42.2,42.2,7.63,-0.39,基础化工-化工合成材料-膜材料,膜材料,合成材料,化工,银盐影像材料、光伏材料,唯一国有控股的感光材料上市公司,公司为医用材料、影像材料和新能源材料系统服务商，品牌在国内外具有极高的知名度,"太阳能,柔性屏,京津冀一体化,航天系,国企改革,雄安新区,医疗器械,锂电隔膜,光伏,白银,央企国企改革,地方国企改革,锂电池,贸易战受益股",
301096.SZ,百诚医药,41.7,65.8,60.82,-0.39,医药生物-医疗服务-医疗研发外包,CRO,医疗服务,生物医药,CRO+技术转化,临床服务行业领先企业,以药学研究为核心的综合性医药技术研发企业,"幽门螺杆菌,CRO,仿制药,仿制药一致性评价",
830946.BJ,森萱医药,32.4,32.4,7.59,-0.39,医药生物-化学制药-原料药,原料药,生物,生物医药,化药原料药,国内最大的二氧五环及二氧六环生产供应商之一,生产的二氧五环产品属于锂电池电解液上游溶剂,"生物医药,新冠治疗,地方国企改革,新冠特效药,国企改革",
301373.SZ,凌玮科技,8.2,35.3,32.58,-0.4,基础化工-非金属材料-非金属材料Ⅲ,非金属材料,基础化工,化工,纳米二氧化硅,公司是国内消光用二氧化硅的领航企业,国家级专精特新“小巨人”，消光用二氧化硅产品销量全国第一,"气凝胶,专精特新,新材料",
001288.SZ,运机集团,9.8,28.0,17.53,-0.4,机械设备-专用设备-能源及重型设备,重型机械,机械设备,机械,输送机械成套设备,公司的带式输送机产品在国内处于优势地位,中国输送机械市场具有创造力和发展的品牌之一,"一带一路,减速器,中俄贸易",
601860.SH,紫金银行,87.7,91.5,2.5,-0.4,银行-银行-农商行,农商行,银行,金融,农商行,南京地区服务网络最广的本土金融机构,南京地区服务网络最广的本土金融机构,,中证1000
002004.SZ,华邦健康,93.8,98.8,4.99,-0.4,医药生物-化学制药-化学制剂,制药,生物,生物医药,农药化工,皮肤类和抗结核用药国内龙头，农化事业部国内领先,国内皮肤病用药及抗结核药物领域龙头企业,"健康中国,新材料,氟化工,互联网医疗,医美,生物医药,仿制药一致性评价,干细胞,新冠治疗,新型杀菌剂,两江新区,银屑病,草甘膦,北交所,小额贷款,细胞免疫治疗,中医药,民营医院,草地贪夜蛾防治,旅游,毛发医疗,锂电原料,抗癌,三胎",中证1000
603338.SH,浙江鼎力,289.6,289.6,57.19,-0.4,机械设备-专用设备-工程机械,工程机械,工程机械,建筑业,高空作业平台,我国最早进入高空作业平台行业的企业之一，国内前列,全球高空作业平台领先企业之一,"MSCI,高端装备,一带一路,军民融合,人民币贬值受益,工业4.0",中证500
430090.BJ,同辉信息,3.4,4.9,2.48,-0.4,计算机-计算机设备-计算机设备Ⅲ,人工智能,计算机,科技,视觉系统解决方案,国内领先的视觉系统解决方案及产品提供商,专注于智能视觉解决方案的国家高新技术企业,,
000989.SZ,九芝堂,81.6,106.1,12.4,-0.4,医药生物-中药-中药Ⅲ,中药,中药,生物医药,中成药,湖南省中华老字号医药企业,国家重点中药企业，公司是中国著名老字号,"医保目录,毛发医疗,中医药,干细胞,新冠治疗,医药电商",中证1000
300451.SZ,创业慧康,100.6,114.8,7.41,-0.4,计算机-计算机应用-软件开发,医疗软件,计算机,科技,医疗卫生,我国医疗卫生行业应用软件发展的领军企业,医疗卫生行业信息化建设全面解决方案的提供商和服务商,"物联网,蚂蚁金服,区块链,网易,互联网医疗,养老,信创,国产软件,大数据,家庭医生,DRG/DIP,方舱医院","创业300,中证1000"
000903.SZ,云内动力,47.4,48.7,2.47,-0.4,交运设备-汽车零部件-汽车零部件Ⅲ,发动机,汽车零部件,汽车,柴油发动机,中国内燃机行业排头兵企业,中国内燃机行业排头兵企业,"云南国企改革,充电桩,农机,移动支付,国六标准、国六排放、国六,国企改革,氢能源,新能源汽车,人脸识别,乡村振兴,燃料电池,地方国企改革,汽车电子",
603885.SH,吉祥航空,382.4,382.4,17.27,-0.4,交通运输-机场航运-航空运输,航空公司,空运,交通运输,航空客运,以上海为主运营基地开展航空客货运输业务,以上海为主运营基地开展航空客货运输业务,"MSCI,上海自贸区",中证500
300490.SZ,华自科技,55.8,68.1,17.27,-0.4,电力设备-电力设备-电池,电控设备,电气设备,电力设备,锂电池智能装备,水电站自动化控制设备市场占有率位居全国乃至全球第一,水电站自动化控制设备市场占有率位居全国乃至全球第一,"军工,储能,碳交易,工业互联网,光伏建筑一体化,宁德时代,锂电设备,污水处理,垃圾分类,水利,航空发动机,华为,工业4.0,虚拟现实,充电桩,膜材料,华为鲲鹏,一带一路,数据要素,光伏,碳中和,锂电池",
300558.SZ,贝达药业,215.4,216.2,51.8,-0.4,医药生物-化学制药-化学制剂,制药,生物,生物医药,凯美纳,本土抗癌创新药企标杆,聚焦于恶性肿瘤、糖尿病、心脑血管病等疾病的用药,"医保目录,MSCI,眼科医疗,抗肿瘤,基因测序,创新药,生物医药,抗癌","创业300,中证500"
003018.SZ,金富科技,7.5,25.6,9.84,-0.4,轻工制造-包装印刷-包装,包装,包装印刷,可选消费,塑料防盗瓶盖,国内知名的塑料防盗瓶盖供应商,国内最大的塑料防盗瓶盖供应商之一,食品包装,
002431.SZ,棕榈股份,35.9,44.6,2.46,-0.4,建筑装饰-建筑装饰-装饰园林,园林景观,家居装修,建筑业,园林工程,具有风景园林工程设计专项甲级资质的综合性园林企业,具有风景园林工程设计专项甲级资质的综合性园林企业,"地下管网,足球,美丽中国,土壤修复,横琴新区,土地流转,职业教育,国企改革,水利,特色小镇,乡村振兴,元宇宙,旅游,PPP,增强现实,虚拟现实,河南国企改革,粤港澳大湾区,新型城镇化,园林开发,地方国企改革,体育产业,雄安新区",
000818.SZ,航锦科技,216.3,217.2,31.98,-0.4,基础化工-化学原料-氯碱,氯碱,化学原料,化工,聚醚产品,东北最大的氯碱化工企业，军工电子共同发展,主营氯碱化工和军工电子两大产业,"军工,湖北国企改革,环氧丙烷,GPU,国企改革,芯片,存储芯片,燃料电池,地方国企改革,盐酸,金改,氢能源,TDI,卫星导航,集成电路,5G,液氯,烧碱",中证1000
600819.SH,XD耀皮玻,36.7,45.9,4.91,-0.41,建筑材料-建筑材料-玻璃玻纤,玻璃,建筑材料,建筑业,玻璃,国内商用建筑玻璃的优秀供应商,国内商用建筑玻璃的优秀供应商,"低辐射玻璃（Low-E）,上海国企改革,钙钛矿电池,特种玻璃,航空航天,比亚迪,国企改革,光伏,光伏玻璃,建筑节能,恒大,地方国企改革,玻璃",
605339.SH,南侨食品,13.3,84.0,19.62,-0.41,食品饮料-食品加工制造-休闲食品,零食,食品,必需消费,烘焙油脂,公司已发展成为国内烘焙油脂市场领导者品牌之一。,国内烘焙油脂市场领导者品牌之一,大消费,
600467.SH,好当家,35.8,35.8,2.45,-0.41,农林牧渔-养殖业-水产养殖,渔业,养殖,必需消费,海参养殖,全国最大的海参养殖企业,全国最大的海参养殖企业,"白酒,海洋经济,预制菜,流感,乡村振兴,水产品",
688589.SH,力合微,23.6,41.7,41.58,-0.41,电子-半导体及元件-集成电路设计,射频,半导体,科技,物联网通信芯片,物联网通信芯片行业领先企业,清华力合旗下集成电路芯片企业，国内物联网通信知名品牌企业,"物联网,智能电网,智能家居,粤港澳大湾区,专精特新,MCU芯片,电力物联网,芯片",
600252.SH,中恒集团,83.6,84.6,2.44,-0.41,医药生物-中药-中药Ⅲ,中药,中药,生物医药,心脑血管,以制药为主，拥有健康食品等延伸板块的多元化产业集团,以制药为主，拥有健康食品等延伸板块的多元化产业集团,"健康中国,白酒,债转股(AMC),肝炎,中医药,国企改革,生物医药,证金持股,新冠治疗,中以自贸区,医疗器械,口罩,抗癌,地方国企改革,广西中医药",中证1000
300076.SZ,GQY视讯,20.7,20.7,4.88,-0.41,电子-光学光电子-面板,显示面板,消费电子,科技,拼接屏,国内大屏幕显示行业领先企业,国内领先的专业视讯产品制造商,"MiniLED,人工智能,安防,服务机器人,冬奥会,国企改革,专精特新,村镇银行,OLED,地方国企改革,机器人",
600751.SH,海航科技,62.5,70.5,2.43,-0.41,交通运输-港口航运-航运,元器件分销,消费电子,科技,IT产品贸易,IT产品分销行业领先企业,拥有第四方物流管理能力和完善的全球IT供应链网络及渠道优势,"海航系,航运,一带一路,商汤科技,云计算,人工智能,雄安新区",中证1000
688062.SH,迈威生物-U,44.0,87.3,21.85,-0.41,医药生物-生物制品-其他生物制品,生物制品,生物,生物医药,抗体+ADC药物,建设了多个特色且高效的生物医药研发技术平台,创新型生物制药企业,"生物医药,重组蛋白,创新药,新冠治疗",
600650.SH,锦江在线,37.9,53.5,9.7,-0.41,交通运输-公路铁路运输-公交,公交客运,公路,交通运输,出租汽车,运营“锦江系”三大核心产业之一的锦江客运物流,上海国资委控股企业，以客运业和物流业为核心业务,"预制菜,上海自贸区,上海国企改革,迪士尼,汽车关税下调,冷链物流,国企改革,自由贸易港,共享经济,地方国企改革,在线旅游",
688092.SH,爱科科技,7.8,17.2,29.08,-0.41,机械设备-专用设备-其他专用设备,自动化设备,机械设备,机械,智能切割装备,承担了包括“863”计划项目等国家科技部重大科研项目,公司承担了包括“863”计划项目等国家科技部重大科研项目,"人工智能,高端装备,专精特新,机器视觉,机器人,工业4.0",
605287.SH,DR德才股,14.9,23.7,16.95,-0.41,建筑装饰-建筑装饰-装饰园林,建筑装饰,家居装修,建筑业,建筑装饰,中国建筑装饰设计50强企业,我国建筑装饰行业具有较强市场竞争能力的企业,"精装修,新型城镇化,虚拟现实,基建工程,光伏建筑一体化,装配式建筑",
000592.SZ,平潭发展,46.3,46.7,2.42,-0.41,农林牧渔-种植业与林业-林业,林业,农业,必需消费,林产品加工,主营林产品加工和与平潭综合实验区开发项目有关业务,主营林产品加工业务和与平潭综合实验区开发项目的有关业务,"新材料,郭台铭,美丽中国,林场改革,民营医院,纤维板,风沙治理,生态城乡,平潭免税区,福建土改,金改,免税店,海峡两岸,福建自贸区,恒大,小额贷款",
301277.SZ,新天地,9.6,38.6,19.28,-0.41,医药生物-化学制药-原料药,原料药,生物,生物医药,对羟基苯甘氨酸,公司覆盖下游阿莫西林原料药核心生产商,手性医药中间体生产商，主要生产左旋对羟基苯甘氨酸系列产品，其中D酸产品的产量全球第二,"流感,CRO,生物医药",
300681.SZ,英搏尔,37.4,54.6,21.67,-0.41,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电气,汽车零部件,汽车,动力域研发生产,公司的电机电控产品在行业处于一线品牌地位,国内中低速电动车辆的电控系统技术引领者和重要供应商,"横琴新区,IGBT,新能源汽车,北汽新能源,MCU芯片",
603577.SH,汇金通,27.8,32.7,9.63,-0.41,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,角钢塔,国家电网、南方电网及其他地方电网的合格供应商,具有国内最高电压等级750KV输电线路铁塔生产许可证,"光伏,特高压",上证150
600429.SH,三元股份,72.0,73.0,4.81,-0.41,食品饮料-食品加工制造-乳品,乳制品,食品,必需消费,液态乳,农牧业、副食品为主业的综合性上市公司,在乳制品行业拥有良好的品牌、奶源、质量、研发与生产技术优势,"乳业,地方国企改革,乳粉,三胎,国企改革",
688187.SH,时代电气,91.0,610.4,43.1,-0.42,交运设备-非汽车交运-轨交设备,高铁,铁路,交通运输,牵引变流系统,我国轨道交通行业具有领导地位的牵引变流系统供应商,我国轨道交通行业具有领导地位的牵引变流系统供应商,"碳化硅,柔性直流输电,第三代半导体,特高压,轨道交通,IGBT,新能源汽车,国企改革,光伏,央企国企改革,风电,地方国企改革","科创50,沪深300"
