证券代码,证券名称,公司名称,注册地,一级行业,二级行业,三级行业,交易所英文简称,exg
HNI,HNI Corp,HNI Corporation,United States 美国,工业,商业服务,办公服务与用品,NYSE,N
HNNA,Hennessy Advisors Inc,"Hennessy Advisors, Inc.",United States 美国,金融,综合金融,资产管理与托管银行,NASDAQ,O
HNRA,HNR Acquisition Corp,HNR Acquisition Corp,United States 美国,能源,油服工程,石油天然气设备与服务,AMEX,A
HNRG,Hallador Energy Co,Hallador Energy Company,United States 美国,能源,石油,煤与消费用燃料,NASDAQ,O
HNST,The Honest Co Inc,"The Honest Company, Inc.",United States 美国,科技,电商,互联网与直销零售,NASDAQ,O
HNVR,Hanover Bancorp Inc,"Hanover Bancorp, Inc.",United States 美国,金融,银行,综合性银行,NASDAQ,O
HOFT,胡克家具,胡柯家具公司,United States 美国,可选消费,耐用商品,家庭装饰品,NASDAQ,O
HOFV,Hall of Fame Resort & Entertainment Co,Hall of Fame Resort & Entertainment Company,United States 美国,科技,媒体娱乐,电影与娱乐,NASDAQ,O
HOG,哈雷戴维森,哈雷戴维森公司,United States 美国,可选消费,汽车,摩托车制造商,NYSE,N
HOLI,和利时自动化,和利时自动化科技有限公司,The British Virgin Islands 英属维尔京群岛,科技,计算机设备,电子设备和仪器,NASDAQ,O
HOLO,MicroCloud Hologram Inc,MicroCloud Hologram Inc.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HOLX,豪洛捷,豪洛捷公司,United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
HOMB,Home BancShares Inc,"Home BancShares, Inc.",United States 美国,金融,银行,区域性银行,NYSE,N
HON,霍尼韦尔(US),霍尼韦尔国际公司,United States 美国,工业,资本品,工业集团企业,NASDAQ,O
HONE,HarborOne Bancorp Inc,"HarborOne Bancorp, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
HOOD,Robinhood Markets Inc-A,"Robinhood Markets, Inc.",United States 美国,金融,综合金融,资产管理与托管银行,NASDAQ,O
HOOK,HOOKIPA Pharma Inc,HOOKIPA Pharma Inc.,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
HOPE,Hope Bancorp Inc,"Hope Bancorp, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
HOTH,Hoth Therapeutics Inc,"Hoth Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
HOUR,Hour Loop Inc,"Hour Loop, Inc.",United States 美国,科技,电商,互联网与直销零售,NASDAQ,O
HOUS,Anywhere Real Estate Inc,Anywhere Real Estate Inc.,United States 美国,房地产,房地产管理和开发,房地产服务,NYSE,N
HOV,霍夫纳尼安,霍夫纳尼安企业公司,United States 美国,可选消费,耐用商品,住宅建筑,NYSE,N
HOVNP,Hovnanian Enterprises Inc Series A Pfd,霍夫纳尼安企业公司,United States 美国,可选消费,耐用商品,住宅建筑,NASDAQ,O
HOWL,Werewolf Therapeutics Inc,"Werewolf Therapeutics, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
HP,赫尔默里奇&佩恩,"Helmerich & Payne, Inc.",United States 美国,能源,油服工程,石油与天然气钻井,NYSE,N
HPCO,Hempacco Co Inc,"Hempacco Co., Inc.",United States 美国,日常消费品,食品饮料,烟草,NASDAQ,O
HPE,慧与,慧与公司,United States 美国,科技,计算机设备,电脑硬件、储存设备及电脑周边,NYSE,N
HPK,HighPeak Energy Inc,"HighPeak Energy, Inc.",United States 美国,能源,油服工程,石油天然气设备与服务,NASDAQ,O
HPLT,Home Plate Acquisition Corp-A,Home Plate Acquisition Corporation,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HPLTU,Home Plate Acquisition Corp Unit Cons of 1 CL A + 1/2 Wts,Home Plate Acquisition Corporation,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HPP,Hudson Pacific Properties Inc,"Hudson Pacific Properties, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),办公房地产投资信托,NYSE,N
HPP_C,Hudson Pacific Properties Inc Series C Pfd,"Hudson Pacific Properties, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),办公房地产投资信托,NYSE,N
HPQ,惠普,惠普公司,United States 美国,科技,计算机设备,电脑硬件、储存设备及电脑周边,NYSE,N
HQI,HireQuest Inc,"HireQuest, Inc.",United States 美国,工业,商业服务,人力资源与就业服务,NASDAQ,O
HQY,HealthEquity Inc,"HealthEquity, Inc.",United States 美国,医疗保健,医疗保健设备与服务,管理型保健护理,NASDAQ,O
HR,医疗保健房地产信托,医疗保险房地产信托公司,United States 美国,房地产,股权房地产投资信托 (REITs),特种房地产投资信托,NYSE,N
HRB,H&R布洛克,H&R布洛克公司,United States 美国,可选消费,社会服务,特殊消费者服务,NYSE,N
HRI,Herc Holdings Inc,Herc Holdings Inc.,United States 美国,工业,资本品,贸易公司与经销商,NYSE,N
HRL,荷美尔食品,荷美尔食品公司,United States 美国,日常消费品,食品饮料,包装食品与肉类,NYSE,N
HRMY,Harmony Biosciences Holdings Inc,"Harmony Biosciences Holdings, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
HROW,Harrow Health Inc,"Harrow Health, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
HRT,HireRight Holdings Corp,HireRight Holdings Corporation,United States 美国,科技,媒体娱乐,互动媒体与服务,NYSE,N
HRTG,Heritage Insurance Holdings Inc,"Heritage Insurance Holdings, Inc.",United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
HRTX,Heron Therapeutics Inc,"Heron Therapeutics, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,United States 美国,金融,综合金融,资产管理与托管银行,NASDAQ,O
HSAI,禾赛,禾赛集团,Cayman Islands 开曼群岛（英属）,工业,资本品,工业机械,NASDAQ,O
HSBC,汇丰控股,汇丰控股有限公司,United Kingdom 英国,金融,银行,综合性银行,NYSE,N
HSC,哈斯科材料,哈斯科材料公司,United States 美国,工业,商业服务,环境与设施服务,NYSE,N
HSCS,Heart Test Laboratories Inc,"Heart Test Laboratories, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
HSDT,Helius Medical Technologies Inc-A,"Helius Medical Technologies, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
HSHP,Himalaya Shipping Ltd,Himalaya Shipping Ltd.,Bermuda 百慕大,工业,运输,海运,NYSE,N
HSIC,亨利香恩服务,亨利香恩服务公司,United States 美国,医疗保健,医疗保健设备与服务,保健护理产品经销商,NASDAQ,O
HSII,海德思哲,海德思哲国际公司,United States 美国,工业,商业服务,人力资源与就业服务,NASDAQ,O
HSKA,赫斯卡医疗,赫斯卡宠物医疗公司,United States 美国,医疗保健,生物医药,制药,NASDAQ,O
HSON,Hudson Global Inc,"Hudson Global, Inc.",United States 美国,工业,商业服务,人力资源与就业服务,NASDAQ,O
HSPO,Horizon Space Acquisition I Corp,Horizon Space Acquisition I Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HSPOU,Horizon Space Acquisition I Corp Unit Cons of 1 Sh + 1 Wt + ,Horizon Space Acquisition I Corp.,Cayman Islands 开曼群岛（英属）,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HST,HOST酒店及度假村,HOST酒店及度假村公司,United States 美国,房地产,股权房地产投资信托 (REITs),特种房地产投资信托,NASDAQ,O
HSTM,健康流科技,健康流科技公司,United States 美国,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
HSTO,Histogen Inc,Histogen Inc.,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
HSY,好时,好时公司,United States 美国,日常消费品,食品饮料,包装食品与肉类,NYSE,N
HT,HT基金,Hersha Hospitality Trust,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
HT_C,HT基金(优先股),Hersha Hospitality Trust,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
HT_D,HT基金(优先股),Hersha Hospitality Trust,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
HT_E,HT基金(优先股),Hersha Hospitality Trust,United States 美国,房地产,股权房地产投资信托 (REITs),多样化房地产投资信托,NYSE,N
HTBI,HomeTrust Bancshares Inc,"HomeTrust Bancshares, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
HTBK,Heritage Commerce Corp,Heritage Commerce Corp,United States 美国,金融,银行,区域性银行,NASDAQ,O
HTCR,HeartCore Enterprises Inc,"HeartCore Enterprises, Inc.",United States 美国,科技,软件,应用软件,NASDAQ,O
HTGC,海格投资,海格投资公司,United States 美国,金融,综合金融,资产管理与托管银行,NYSE,N
HTGM,HTG Molecular Diagnostics Inc,"HTG Molecular Diagnostics, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
HTH,希尔托普控股,希尔托普控股公司,United States 美国,金融,保险,财产与意外伤害保险,NYSE,N
HTHT,华住,华住集团有限公司,Cayman Islands 开曼群岛（英属）,可选消费,酒店餐饮,酒店、度假村与豪华游轮,NASDAQ,O
HTIA,Healthcare Trust Inc Series A Pfd,"Healthcare Trust, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),医疗保健房地产投资信托,NASDAQ,O
HTIBP,Healthcare Trust Inc Series B Pfd,"Healthcare Trust, Inc.",United States 美国,房地产,股权房地产投资信托 (REITs),医疗保健房地产投资信托,NASDAQ,O
HTLD,哈特兰快递,哈特兰德快递公司,United States 美国,工业,运输,陆运,NASDAQ,O
HTLF,哈特兰金融,美国哈特兰德金融公司,United States 美国,金融,银行,区域性银行,NASDAQ,O
HTLFP,Heartland Financial USA Inc Series E Pfd,美国哈特兰德金融公司,United States 美国,金融,银行,区域性银行,NASDAQ,O
HTOO,Fusion Fuel Green PLC-A,Fusion Fuel Green PLC,Ireland 爱尔兰共和国,工业,资本品,电气部件与设备,NASDAQ,O
HTZ,赫兹租车,赫兹全球控股公司,United States 美国,工业,运输,陆运,NASDAQ,O
HUBB,哈勃集团,哈勃公司,United States 美国,工业,资本品,电气部件与设备,NYSE,N
HUBC,HUB Cyber Security Ltd,HUB Cyber Security Ltd.,Israel 以色列,科技,计算机设备,通信设备,NASDAQ,O
HUBG,枢纽集团,"Hub Group, Inc.",United States 美国,工业,运输,航空货运与物流,NASDAQ,O
HUBS,HubSpot Inc,"HubSpot, Inc.",United States 美国,科技,软件,应用软件,NYSE,N
HUDA,Hudson Acquisition I Corp,Hudson Acquisition I Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HUDAU,Hudson Acquisition I Corp Unit Cons of 1 Sh + 1 Rt,Hudson Acquisition I Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HUDI,华迪国际,华迪国际集团有限公司,Cayman Islands 开曼群岛（英属）,原材料,金属与采矿,钢铁,NASDAQ,O
HUGE,FSD Pharma Inc-B,FSD Pharma Inc.,Canada 加拿大,医疗保健,生物医药,制药,NASDAQ,O
HUIZ,慧择,慧择控股有限责任公司,Cayman Islands 开曼群岛（英属）,金融,保险,多元化保险,NASDAQ,O
HUM,哈门那,哈门那公司,United States 美国,医疗保健,医疗保健设备与服务,管理型保健护理,NYSE,N
HUMA,Humacyte Inc,"Humacyte, Inc.",United States 美国,医疗保健,生物医药,制药,NASDAQ,O
HUN,亨斯曼材料,亨斯迈公司,United States 美国,原材料,化学制品,多种化学制品,NYSE,N
HURC,赫克,赫克公司,United States 美国,工业,资本品,工业机械,NASDAQ,O
HURN,休伦咨询,休伦咨询集团公司,United States 美国,工业,商业服务,调查和咨询服务,NASDAQ,O
HUSA,休斯敦能源,休斯敦美国能源公司,United States 美国,能源,石油,石油与天然气的勘探与生产,AMEX,A
HUT,Hut 8 Mining Corp,Hut 8 Mining Corp,Canada 加拿大,金融,银行,综合性银行,NASDAQ,O
HUYA,虎牙,虎牙公司,Cayman Islands 开曼群岛（英属）,科技,媒体娱乐,电影与娱乐,NYSE,N
HVBC,HV Bancorp Inc,"HV Bancorp, Inc.",United States 美国,金融,银行,综合性银行,NASDAQ,O
HVT,哈弗蒂家具,哈弗蒂家具公司,United States 美国,可选消费,零售业,家庭装饰零售,NYSE,N
HVT_A,哈弗蒂家具-A,哈弗蒂家具公司,United States 美国,可选消费,零售业,家庭装饰零售,NYSE,N
HWBK,Hawthorn Bancshares Inc,"Hawthorn Bancshares, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
HWC,汉考克惠特尼,汉考克惠特尼公司,United States 美国,金融,银行,区域性银行,NASDAQ,O
HWEL,Healthwell Acquisition Corp I-A,Healthwell Acquisition Corp. I,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HWELU,Healthwell Acquisition Corp I Unit Cons of 1 CL A + 1/2 Wts,Healthwell Acquisition Corp. I,United States 美国,金融,综合金融,投资银行业与经纪业,NASDAQ,O
HWKN,霍金斯材料,霍金斯材料公司,United States 美国,原材料,化学制品,商品化工,NASDAQ,O
HWKZ,Hawks Acquisition Corp-A,Hawks Acquisition Corp,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
HWKZ_U,Hawks Acquisition Corp Unit Cons of 1 CL A + 1/2 Wts,Hawks Acquisition Corp,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
HWM,Howmet Aerospace Inc,Howmet Aerospace Inc.,United States 美国,原材料,金属与采矿,多种金属与采矿,NYSE,N
HWM_,Howmet Aerospace Inc Pfd,Howmet Aerospace Inc.,United States 美国,原材料,金属与采矿,多种金属与采矿,AMEX,A
HXL,赫氏,赫氏公司,United States 美国,工业,资本品,航天航空与国防,NYSE,N
HY,海斯特-耶鲁物料搬运,海斯特-耶鲁物料搬运公司,United States 美国,工业,资本品,工业机械,NYSE,N
HYFM,Hydrofarm Holdings Group Inc,"Hydrofarm Holdings Group, Inc.",United States 美国,日常消费品,日常用品,个人用品,NASDAQ,O
HYLN,Hyliion Holdings Corp,Hyliion Holdings Corp.,United States 美国,金融,综合金融,投资银行业与经纪业,NYSE,N
HYMC,Hycroft Mining Holding Corp-A,Hycroft Mining Holding Corporation,United States 美国,原材料,金属与采矿,多种金属与采矿,NASDAQ,O
HYPR,Hyperfine Inc-A,"Hyperfine, Inc.",Cayman Islands 开曼群岛（英属）,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
HYW,海银控股,海银控股有限公司,Cayman Islands 开曼群岛（英属）,金融,综合金融,综合性资本市场,NASDAQ,O
HYZN,Hyzon Motors Inc-A,Hyzon Motors Inc.,United States 美国,工业,资本品,电气部件与设备,NASDAQ,O
HZNP,Horizon Therapeutics plc,Horizon Therapeutics plc,Ireland 爱尔兰共和国,医疗保健,生物医药,制药,NASDAQ,O
HZO,海上麦斯服务,海上麦斯公司,United States 美国,可选消费,零售业,专卖店,NYSE,N
IAC,IAC Inc,IAC Inc.,United States 美国,科技,媒体娱乐,互动媒体与服务,NASDAQ,O
IAG,IAMGOLD Corp,IAMGOLD Corporation,Canada 加拿大,原材料,金属与采矿,黄金,NYSE,N
IART,英特格拉生命科学,英特格拉生命科学控股公司,United States 美国,医疗保健,医疗保健设备与服务,医疗保健设备,NASDAQ,O
IAS,Integral Ad Science Holding Corp,Integral Ad Science Holding Corp.,United States 美国,科技,媒体娱乐,广告,NASDAQ,O
IAUX,i-80 Gold Corp,i-80 Gold Corp.,Canada 加拿大,原材料,金属与采矿,贵重金属与矿石,AMEX,A
IBCP,独立银行(密歇根州),独立银行公司,United States 美国,金融,银行,区域性银行,NASDAQ,O
IBEX,IBEX Ltd,IBEX Limited,Bermuda 百慕大,科技,软件,应用软件,NASDAQ,O
IBIO,iBio Inc,"iBio, Inc.",United States 美国,医疗保健,生物医药,生物科技,AMEX,A
IBKR,盈透证券,盈透证券集团公司,United States 美国,金融,综合金融,特殊金融服务,NASDAQ,O
IBM,IBM国际商业机器(US),国际商业机器公司,United States 美国,科技,信息技术服务,信息科技咨询与其它服务,NYSE,N
IBN,印度工业信贷投资银行,印度工业信贷投资银行有限责任公司,India 印度,金融,银行,综合性银行,NYSE,N
IBOC,国际银行,International Bancshares Corporation,United States 美国,金融,银行,区域性银行,NASDAQ,O
IBP,Installed Building Products Inc,"Installed Building Products, Inc.",United States 美国,可选消费,耐用商品,住宅建筑,NYSE,N
IBRX,ImmunityBio Inc,"ImmunityBio, Inc.",United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
IBTX,Independent Bank Group Inc,"Independent Bank Group, Inc.",United States 美国,金融,银行,区域性银行,NASDAQ,O
ICAD,iCAD Inc,"iCAD, Inc.",United States 美国,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
ICCC,伊芙美尔医疗,伊芙美尔医疗公司,United States 美国,医疗保健,生物医药,生物科技,NASDAQ,O
ICCH,ICC Holdings Inc,"ICC Holdings, Inc.",United States 美国,金融,保险,多元化保险,NASDAQ,O
ICCM,IceCure Medical Ltd,IceCure Medical Ltd.,Israel 以色列,医疗保健,医疗保健设备与服务,医疗保健技术,NASDAQ,O
ICD,Independence Contract Drilling Inc,"Independence Contract Drilling, Inc.",United States 美国,能源,油服工程,石油与天然气钻井,NYSE,N
