证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
301055.SZ,张小泉,6.72,17.94,11.5,-1.03,3.96,0.12,1.72,轻工制造-家用轻工-其他家用轻工,日用品,家居装修,建筑业,剪刀、刀具,我国刀剪行业百年品牌，第一批中华老字号,我国刀剪行业百年品牌，被商务部认定为第一批中华老字号,,"超级品牌,家用电器,电子商务,NFT,物联网",0.1393119239904414
601921.SH,浙版传媒,36.4,191.56,8.62,-1.03,2.18,0.54,1.46,传媒-传媒-出版,出版,传媒,科技,大众图书出版发行,融合数字出版、数字媒体等于一体的综合文化企业,公司构建了浙江省最大的图书零售网络，并具备全国性分销和网络发行能力,中证1000,"国资云,国企改革,文化传媒,短剧游戏,地方国企改革,网络游戏,NFT,数据要素,在线教育",0.172266129088021
600638.SH,新黄浦,25.79,25.79,3.83,-1.03,3.88,0.21,0.83,房地产-房地产开发-住宅开发,住宅,房地产,金融,上海地产,上海市内最早组建上市的房地产企业之一,北京市政府旗下的房地产公司，核心资产主要集中在上海及周边区域,中证2000,"金融科技,国企改革,信托,互联网金融,地方国企改革,租售同权,期货,上海金改,保障房,物业管理",0.16809350196507006
002535.SZ,林州重机,19.05,30.7,3.83,-1.03,2.84,0.4,2.07,机械设备-专用设备-能源及重型设备,煤矿设备,机械设备,机械,煤矿综采机械,以煤炭综采支护设备为主的煤炭机械设备国内领先,国内最大的民营煤炭综采机械设备供应商,,"军工,卫星导航,国产替代,工业机器人,油气开采,融资租赁,锂电制造,高端装备,页岩气,安防,供应链金融,储能,机器人,年报预增,燃料电池",0.21859826672407676
601566.SH,九牧王,54.94,54.94,9.56,-1.04,2.9,0.2,0.37,纺织服装-服装家纺-服装,服装,纺织,可选消费,茄克,中国男装行业男裤市场的领跑者,中国男装行业男裤市场的领跑者,中证2000,"电子商务,新零售,福建自贸区",0.0896872344107808
600467.SH,好当家,27.9,27.9,1.91,-1.04,3.11,0.3,1.06,农林牧渔-养殖业-水产养殖,渔业,养殖,必需消费,海参养殖,全国最大的海参养殖企业,全国最大的海参养殖企业,中证2000,"流感,乡村振兴,水产品,预制菜,新零售,海洋经济,白酒",0.1715451074195743
300027.SZ,华谊兄弟,46.18,52.99,1.91,-1.04,3.11,0.48,1.03,传媒-传媒-影视院线,影视,传媒,科技,影视制作,国内知名民营影视公司,国内电影行业龙头企业,中证1000,"魔兽,阿里巴巴,抖音,范冰冰,网络直播,网络游戏,TMT,元宇宙,电子竞技,动漫,文化传媒,短剧游戏,虚拟现实,影视娱乐,VR设备,IP,手机游戏,虚拟数字人,网络视频",0.24675740930816364
002936.SZ,郑州银行,127.94,173.66,1.91,-1.04,1.55,0.96,0.75,银行-银行-城商行,城商行,银行,金融,城商行,全国首家A+H上市城商行,打造独具特色的“商贸物流银行”,中证500,MSCI,0.14319833440463325
301218.SZ,华是科技,11.76,23.94,20.99,-1.04,2.97,0.63,5.36,计算机-计算机应用-IT服务,智慧城市,计算机,科技,智慧城市,智慧城市解决方案商,为智慧城市行业客户提供信息化系统集成及技术服务的国家级高新科技型企业,中证2000,"智能交通,船舶升级,杭州亚运会,华为,数据安全,人工智能,智慧城市,智慧政务,国产软件,互联网医疗,空间计算,网络安全,安防,共同富裕示范区,传感器,物联网,人脸识别,数据要素,一带一路,专精特新,数据中心,智能医疗,机器视觉",0.41447802372125137
300404.SZ,博济医药,18.34,25.44,6.66,-1.04,2.38,0.34,1.84,医药生物-医疗服务-医疗研发外包,CRO,医疗服务,生物医药,临床研究服务,国内少数能够提供一站式全流程服务的CRO企业,全国医药技术市场协会CRO联合体（CROU）的副理事长单位,中证2000,"肝炎,健康中国,创新药,CRO,幽门螺杆菌,中医药,阿尔茨海默,脑机接口,减肥药",0.14432532074892257
002960.SZ,青鸟消防,90.41,108.27,14.27,-1.04,2.08,0.54,0.59,机械设备-专用设备-楼宇设备,消防,家居装修,建筑业,火灾自动报警及联动控制系统,国内领先的消防产品供应商,主营消防安全电子系统产品，中国消防报警行业龙头企业,中证1000,"智能家居,消防装备,传感器,物联网,储能,智慧城市,芯片,冬奥会,机器视觉",0.1344695776773564
603355.SH,莱克电气,146.09,147.34,25.68,-1.04,2.58,0.65,0.44,家用电器-小家电-小家电Ⅲ,小家电,家电,可选消费,电机吸尘器,连续16年吸尘器产销量处于全球行业领先地位,吸尘器产销量全球领先，净水机、空气净化器市占率国内居前，兼营电机、新能源汽车精密零部件,中证500,"空气净化,家用电器,电机电控,新能源汽车,人民币贬值受益,外贸受益,工业4.0",0.2057544319610133
300082.SZ,奥克股份,32.21,32.3,4.75,-1.04,4.58,0.39,1.2,基础化工-化学原料-其他化学原料,化学原料,化学原料,化工,聚醚单体,国内环氧乙烷精深加工规模最大和最具竞争力的龙头企业,国内环氧乙烷精细化工行业龙头,中证2000,"电解液,柔性屏,锂电池,分布式发电,太阳能,乙二醇,新材料,污水处理,光伏,宁德时代",0.3760190178659996
603966.SH,法兰泰克,27.33,27.33,7.59,-1.04,4.04,0.28,1.02,机械设备-专用设备-能源及重型设备,重型机械,机械设备,机械,物料搬运设备,全球领先的起重机及物料搬运产品的专业制造和服务商,国家起重机A类制造企业,中证2000,"智能制造,长三角一体化,换电,机械装备,专精特新,一带一路,新型工业化,机器人",0.2343486132067527
300631.SZ,久吾高科,24.1,24.41,19.9,-1.04,2.98,0.26,1.06,环保-环保-环保设备,环保设备,环保,公共事业,膜集成技术,膜集成系统解决方案的专业化提供商,膜集成系统解决方案的专业化提供商，无机陶瓷膜元件龙头企业,中证2000,"新材料,国产替代,节能环保,锂电池,锂电原料,燃料乙醇,稀土永磁,专精特新,污水处理,垃圾分类,盐湖提锂",0.14435720136692606
002231.SZ,奥维通信,11.17,13.15,3.79,-1.04,4.18,0.38,3.37,国防军工-国防军工-军工电子,军工电子,军工,公共事业,通信网络优化设备,主要为运营商提供移动通信网络优化覆盖设备及系统,聚焦军用电子信息技术，致力于打造国防科工产业知名品牌,中证2000,"5G,军工,振兴东北,军民融合,国产替代,专精特新,电子信息",0.4144132747618462
605011.SH,杭州热电,29.79,98.42,24.6,-1.05,3.62,1.47,4.89,公用事业-电力-热力,热电,电力,公共事业,热电联产,浙江较早建成的热电联产集中供热企业,杭州市政府旗下的热电联产、集中供热环保节能型企业,中证2000,"碳中和,国企改革,节能环保,地方国企改革,煤炭,分布式发电,电力改革,光伏,浙江国企改革",1.0319587747837948
688345.SH,博力威,4.8,18.92,18.92,-1.05,4.76,0.09,1.84,电力设备-电力设备-电池,锂电池,储能,电力设备,锂离子电池,中国电池百强企业、广东省制造企业500强,公司是中国电动轻型车用锂离子电池领域的代表性企业之一,中证2000,"储能,锂电池",0.14955881870529
002513.SZ,蓝丰生化,9.98,14.13,3.78,-1.05,4.71,0.17,1.69,基础化工-化学制品-农药,农药,化学制品,化工,农药,国内最大的甲基硫菌灵生产企业,国内最大的甲基硫菌灵生产企业之一，国内环嗪酮的攻关单位,,"生态农业,人民币贬值受益,草地贪夜蛾防治,染料,TOPCON电池,阿尔茨海默,西尼罗病毒,光伏",0.22603766319056548
000718.SZ,苏宁环球,43.28,57.35,1.89,-1.05,2.62,0.34,0.79,房地产-房地产开发-住宅开发,住宅,房地产,金融,江苏南京地产,南京地区的龙头房地产开发企业,深耕南京地区的房地产开发商,中证1000,"牙科医疗,动漫,文化传媒,医美,影视娱乐",0.13769836854065745
301207.SZ,华兰疫苗,31.97,136.02,22.67,-1.05,2.66,0.43,1.35,医药生物-生物制品-疫苗,疫苗,生物,生物医药,流感疫苗,国内流感疫苗龙头企业,国内流感疫苗龙头企业,中证1000,"流感,生物疫苗,肝炎",0.18977793680831434
600992.SH,贵绳股份,27.77,27.77,11.33,-1.05,2.88,0.38,1.37,机械设备-通用设备-金属制品,钢线,金属制品,机械,钢丝、钢绳和钢绞线,我国知名的钢丝、钢丝绳专业生产企业,钢丝绳产量居世界前列，特种用途钢丝绳成功用于航母等重大海洋装备上,中证2000,"国产航母,军工,国企改革,贵州国企改革,地方国企改革,黑洞",0.19441589213555752
300358.SZ,楚天科技,44.83,50.06,8.48,-1.05,2.45,0.37,0.81,医药生物-医疗器械-医疗设备,医疗器械,医疗器械,生物医药,水剂类制药装备,国内领先的制药装备制造商,我国替代进口制药装备产品的代表企业，世界医药装备行业的主要企业之一,中证1000,"服务机器人,生物安全,透明工厂,养老金持股,药品信息化追溯,智能物流,医药安全,机器人,医疗机器人,工业4.0",0.134674775649812
603895.SH,天永智能,19.34,19.34,17.89,-1.05,3.48,0.2,1.02,机械设备-专用设备-其他专用设备,自动化设备,机械设备,机械,发动机自动化智能装备,全球自动化领域的领先供应商,生产线的自动化、柔性化、智能化和信息化等方面技术领先,,"特斯拉,华为,锂电池,新能源汽车,数字孪生,工业互联网,储能,长安汽车,机器人,专精特新,工业4.0,新型工业化",0.1463660727939232
300681.SZ,英搏尔,24.41,35.6,14.11,-1.05,3.02,0.59,2.4,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电气,汽车零部件,汽车,动力域研发生产,公司的电机电控产品在行业处于一线品牌地位,国内中低速电动车辆的电控系统技术引领者和重要供应商,中证2000,"新能源汽车,MCU芯片,长安汽车,北汽新能源,IGBT,横琴新区,年报预增",0.3330550680834532
600513.SH,联环药业,24.12,24.12,8.45,-1.05,2.22,0.41,1.71,医药生物-化学制药-化学制剂,制药,生物,生物医药,片剂,扬州市国资委旗下唯一医药上市平台,具有有效的泌尿系统药、抗组胺药和心血管药,中证2000,"寨卡病毒,流感,国企改革,国产伟哥,地方国企改革,高血压药,创新药,电子商务,埃博拉,禽流感,江苏国企改革,化妆护肤品,医保目录",0.14709150084612208
600109.SH,国金证券,270.36,313.71,8.45,-1.05,1.99,1.68,0.62,非银金融-证券-证券Ⅲ,证券,非银金融,金融,AA级券商,七家合规试点证券公司之一,业务范围辐射全国的综合类券商，公司已基本实现全牌照经营,中证500,"微信,腾讯,互联网银行,互联网金融,互联网券商,MSCI,期货,成渝特区",0.326734285714422
688129.SH,东来技术,14.7,14.7,12.2,-1.05,3.08,0.08,0.55,基础化工-化学制品-涂料油墨,油墨,化学制品,化工,汽车涂料,旗下“高飞漆”为中国修补漆主流市场领先品牌,旗下“高飞漆”为中国修补漆主流市场领先品牌,,年报预增,0.05243595329207403
688057.SH,金达莱,28.48,28.48,10.32,-1.05,2.21,0.07,0.24,环保-环保-水务及水治理,水务,环保,公共事业,污水治理装备,拥有先进自研技术和海外市场的废水治理厂商,专门从事污水处理技术开发与应用的高科技环保企业,,"专精特新,美丽中国,污水处理",0.02403252213232357
836433.BJ,大唐药业,7.92,12.11,4.68,-1.06,3.17,0.1,1.28,医药生物-中药-中药Ⅲ,中药,中药,生物医药,中成药,国际一流的蒙医药科研基地的中药行业领先企业,中蒙药制造先进企业,,中医药,0.08047100725862084
001222.SZ,源飞宠物,9.55,23.21,12.16,-1.06,2.6,0.21,2.24,轻工制造-家用轻工-文娱用品,宠物,社会服务,可选消费,宠物牵引用具、宠物注塑玩具,国内领先的宠物牵引用具制造商,宠物牵引用具第一股,中证2000,"宠物经济,人民币贬值受益,共同富裕示范区,电子商务,跨境电商,新零售,外贸受益,一带一路",0.12002949758718484
002665.SZ,首航高科,46.08,46.82,1.87,-1.06,3.17,0.45,0.97,电力设备-电力设备-其他电源设备,电源设备,电气设备,电力设备,电站制冷,国内乃至全球最领先的电站空冷制造商之一,国内领先的电站空冷制造商，国内领先的光热发电核心设备制造商,,"海水淡化,碳交易,光热发电,雄安新区,太阳能,融资租赁,光伏,碳中和,超超临界发电,节能环保,氢能源,核电,储能,绿色电力,燃料电池",0.2379596745355186
002912.SZ,中新赛克,37.9,39.89,23.36,-1.06,2.5,0.58,1.52,计算机-计算机设备-计算机设备Ⅲ,信息安全,计算机,科技,网络可视化,网络数据可视化龙头企业,信息网络安全与数据应用领域卓越的整体解决方案提供商,中证2000,"国企改革,华为,大数据,数据安全,深圳国企改革,工业互联网,国产操作系统,粤港澳大湾区,国产软件,网络安全,地方国企改革,广东国企改革,数据要素,专精特新,云计算,职业教育",0.225207194022267
000811.SZ,冰轮环境,83.53,85.53,11.2,-1.06,1.86,0.92,1.1,机械设备-通用设备-制冷空调设备,温控设备,机械设备,机械,气温控制设备,冰轮牌制冷空调设备是中国制冷空调行业的知名品牌,致力于在气温控制领域为客户提供系统解决方案,中证1000,"液冷服务器,冰雪产业,国企改革,冬奥会,冷链物流,地热能,疫苗存储,碳中和,地方国企改革,空气能热泵,体育产业,山东国企改革,核电,数据中心,燃料电池",0.19602279565629033
301159.SZ,三维天地,9.15,21.63,27.97,-1.06,2.94,0.34,3.76,计算机-计算机应用-软件开发,信息安全,计算机,科技,应用软件开发,国内重要的检验检测信息管理软件企业,专注于检验检测信息化和数据资产管理领域的软件开发服务商,中证2000,"国产软件,军工,华为,大数据,数据安全,互联网金融,食品安全,数据确权,工业互联网,比亚迪,数字经济,数据要素,鸿蒙",0.23559135465032605
301318.SZ,维海德,18.08,41.66,40.01,-1.06,3.41,1.11,6.16,计算机-计算机设备-计算机设备Ⅲ,视听技术,计算机,科技,摄像机,国内音视频通讯设备及解决方案的主要供应商之一,我国音视频通讯设备及解决方案的主要供应商之一,中证2000,"国产软件,腾讯,边缘计算,消费电子,信创,跨境电商,超清视频,人脸识别,云办公,在线教育,人工智能",0.8016461268725081
600640.SH,国脉文化,96.04,96.04,12.07,-1.07,3.11,0.88,0.9,传媒-传媒-广告营销,广告营销,传媒,科技,酒店+积分兑换,中国电信旗下统一的互联网文娱业务平台,中国电信旗下统一的互联网文娱业务平台,中证2000,"多模态AI,抖音,国企改革,华为,易信,人工智能,电信业整合,文化传媒,短剧游戏,王者荣耀,AIGC,电子商务,在线教育,手机游戏,虚拟数字人,网络视频,阿里巴巴,Sora(文生视频),数字经济,电子信息,元宇宙,空间计算,央企国企改革,虚拟现实,NFT,数字阅读,数字孪生,富媒体,云游戏,旅游,IP",0.3938712281345013
