涨停日期,一字板,涨停数,跌停数,开板数,开板率,连板数,最高 连板,两市 总成交,两市 总涨幅,涨停 总成交,涨停 总封单,涨停 最大封单,涨停封单,涨停 最大成交,涨停成交额,当日题材,连板股,反包股,长腿股,开板股,趋势股,大成交股,page
"2018-09-13
周四
涨停明细",3,32,10,13,28.90%,6,3,2609亿,0.90%,56.1亿,56.1亿,21.02亿,"21.02亿韦尔股份, 2.29亿*ST光一, 2.22亿七一二, 1.76亿道森股份, 1.72亿赛为智能",11.2亿,"11.2亿贵州燃气, 6.4亿七一二, 3.6亿纵横通信, 2.3亿上海雅仕, 2.2亿贵航股份",油气产业链/特高压/军工/并购重组/回购股份/项目中标/天然气,"3板宝德退/通光线缆, 2板天夏退/ST新海/贵航股份/韦尔股份",,15.08%*ST西发/14.13%贵州燃气,"1板宏创控股(4.21%), 1板浙江众成(3.69%), 1板金贵银业(2.32%)","29天沪电股份, 28天中恒电气, 26天济民医疗, 24天新奥股份, 22天达安基因, 22天广联达, 22天亚振家居, 21天皇庭国际, 21天石化机械, 21天蓝焰控股",43亿中兴通讯/33亿中国平安/33亿恒瑞医药/30亿贵州茅台/17亿海康威视/16亿格力电器/16亿中铝国际/15亿乐普医疗/14亿大华股份/14亿分众传媒/12亿五 粮 液/12亿浪潮信息,
"2018-09-12
周三
涨停明细",3,20,9,17,45.90%,4,4,2178亿,-0.51%,23.23亿,44.04亿,25.51亿,"25.51亿韦尔股份, 2.74亿超频三, 2.58亿泰永长征, 1.55亿贵航股份, 1.33亿猛狮退",3.11亿,"3.1亿ST远程, 3.1亿高斯贝尔, 2.7亿超频三, 1.8亿泰永长征, 1.4亿利欧股份",超跌反弹/5G/油气产业链/特高压/收购资产/重大资产重组/次新股,"4板ST远程, 2板高斯贝尔/宝德退/通光线缆",,15.83%ST远程/14.82%哈尔斯,"3板ST升达(3.44%), 1板广州浪奇(3.46%), 1板宝塔实业(3.81%), 1板慈文传媒(7.51%)","28天沪电股份, 27天中恒电气, 25天济民医疗, 23天新奥股份, 22天中国软件, 21天达安基因, 21天广联达, 21天亚振家居",26亿中国平安/26亿贵州茅台/24亿海康威视/22亿中铝国际/21亿恒瑞医药/16亿大华股份/16亿中兴通讯/14亿格力电器/12亿五 粮 液/11亿东方财富/11亿万华化学,
"2018-09-11
周二
涨停明细",1,25,12,13,34.20%,4,3,2211亿,-0.03%,50.26亿,27.88亿,2.82亿,"2.82亿江苏新能, 2.11亿华昌达, 1.78亿安达维尔, 1.49亿大连电瓷, 1.49亿纵横通信",6.86亿,"6.9亿江苏新能, 5.8亿金盾股份, 5.1亿中电电机, 4.4亿中通国脉, 3.9亿恺英网络",超跌反弹/实控人变更预期/特高压/5G/油气产业链/军工/老妖股,"3板ST远程, 2板*ST西发/ST升达/中电电机",,17.97%高斯贝尔,"2板金利华电(9.29%), 1板中国天楹(6.42%), 1板石化机械(7.82%), 1板奥 特 迅(6.23%)","59天万里扬, 36天国网信通, 27天沪电股份, 26天中恒电气, 26天安泰集团, 24天济民医疗, 22天新奥股份, 21天中国软件",23亿万华化学/22亿中兴通讯/22亿中国平安/20亿海螺水泥/18亿东方财富/13亿格力电器/13亿贵州茅台/12亿五 粮 液/12亿伊利股份/10亿贵州燃气/10亿绿色动力,
"2018-09-10
周一
涨停明细",2,23,22,15,39.50%,7,3,2478亿,-1.59%,55.92亿,21.46亿,3.32亿,"3.32亿东方环宇, 1.57亿华森制药, 1.42亿华锋股份, 1.28亿力合科创, 1.26亿*ST雪莱",9.71亿,"9.7亿贵州燃气, 6亿宏川智慧, 5.7亿退市环球, 5.7亿东方环宇, 4.1亿力合科创",天然气/超跌反弹/超跌反弹+填权/特高压/老妖股/合同中标/强势股反抽,"3板贵州燃气, 2板康盛股份/ST远程/伟隆股份/华阳集团/福石控股/退市环球",,,"4板印纪退(3.28%), 3板惠博普(-2.97%), 3板华通热力(-1.65%), 2板甘化科工(2.16%), 2板天顺股份(-4.62%), 1板*ST大通(9.93%), 1板三变科技(5.69%), 1板金洲管道(3.9%)","58天万里扬, 35天国网信通, 33天浔兴股份, 26天沪电股份, 25天湖北宜化, 25天中恒电气, 25天安泰集团, 23天济民医疗, 21天新奥股份",32亿中兴通讯/27亿东方财富/20亿中国平安/16亿绿色动力/14亿格力电器/14亿贵州茅台/14亿新兴装备/13亿保利发展/13亿立讯精密/13亿浪潮信息/12亿五 粮 液/12亿伊利股份,
"2018-09-07
周五
涨停明细",2,39,2,24,38.10%,10,5,2720亿,0.19%,125.47亿,33.79亿,2.19亿,"2.19亿陕西煤业, 2.14亿成都路桥, 2.05亿绿色动力, 1.42亿甘化科工, 1.39亿华丽家族",18.21亿,"18.2亿陕西煤业, 13亿绿色动力, 8.5亿贵州燃气, 6.2亿*ST凯瑞, 6.1亿华闻集团",实控人变更预期/超跌反弹/5G/次新股/强势股反抽/天然气/雄安新区,"5板金盾股份, 3板斯太退/印纪退/高斯贝尔/绿色动力, 2板ST金鸿/惠博普/华通热力/通合科技/贵州燃气",华鹏飞,15.91%绿色动力/14.94%*ST凯瑞,"2板科蓝软件(7.05%), 1板神州数码(8.05%), 1板国际实业(9.81%), 1板华金资本(4.26%)","57天万里扬, 34天国网信通, 25天沪电股份, 24天湖北宜化, 24天中恒电气, 24天安泰集团, 22天济民医疗, 21天乐通股份",32亿中兴通讯/31亿中国平安/22亿浪潮信息/20亿中科曙光/20亿格力电器/19亿贵州茅台/18亿陕西煤业/18亿中国软件/15亿伊利股份/15亿分众传媒/15亿长城军工/15亿科大讯飞,
"2018-09-06
周四
涨停明细",2,30,5,15,33.30%,7,4,2495亿,-0.70%,63.87亿,35.54亿,2.69亿,"2.69亿绿色动力, 2.55亿惠博普, 2.46亿任子行, 2.15亿汉嘉设计, 1.79亿晓程科技",11.22亿,"11.2亿绿色动力, 6.1亿德新交运, 5.5亿ST金鸿, 4.2亿金盾股份, 4.2亿贵州燃气",实控人变更预期/妖股/超跌反弹/强势股反抽/5G/电信业合并/次新股,"4板金盾股份, 3板德新交运, 2板斯太退/印纪退/高斯贝尔/国脉文化/绿色动力",合力科技,15.13%印纪退,"2板思源电气(8.08%), 1板神州高铁(7.44%), 1板航天科技(7.86%), 1板海得控制(6.65%)","56天万里扬, 33天国网信通, 24天沪电股份, 23天湖北宜化, 23天中恒电气, 23天安泰集团, 21天济民医疗",31亿中兴通讯/29亿格力电器/28亿中国平安/27亿贵州茅台/23亿中国联通/21亿长城军工/20亿伊利股份/19亿五 粮 液/17亿分众传媒/14亿中国软件/14亿三六零/14亿万华化学,
"2018-09-05
周三
涨停明细",5,31,5,16,34.00%,7,3,2587亿,-1.73%,76.23亿,39.23亿,5.18亿,"5.18亿思源电气, 3.99亿长城军工, 3.48亿绿色动力, 2.9亿金盾股份, 2.71亿雪天盐业",16.09亿,"16.1亿长城军工, 7.6亿绿色动力, 6.4亿德新交运, 5.5亿暴风退, 5.1亿新日恒力",超跌反弹/腾讯入股/项目中标/低价超跌/5G/妖股/电信业合并,"3板*ST凯瑞/乐视退/金盾股份, 2板南风股份/通光线缆/新日恒力/德新交运",,14.61%长城军工,"3板中孚信息(2.89%), 2板金刚退(6.86%), 2板友讯达(1.26%), 1板神城A退(5.05%), 1板旺能环境(2.29%), 1板新亚制程(3.63%)","55天万里扬, 32天国网信通, 31天国光股份, 23天沪电股份, 22天湖北宜化, 22天中恒电气, 22天安泰集团",44亿中兴通讯/32亿中国平安/23亿格力电器/19亿贵州茅台/16亿长城军工/16亿中国联通/15亿中国软件/13亿五 粮 液/13亿万 科Ａ/13亿密尔克卫/12亿平安银行/12亿科大讯飞,
"2018-09-04
周二
涨停明细",2,46,5,22,32.30%,11,4,2679亿,1.13%,102.53亿,45.72亿,2.46亿,"2.46亿密尔克卫, 2.37亿创业慧康, 1.91亿北方导航, 1.77亿卫宁健康, 1.68亿视觉中国",14.01亿,"14亿卫宁健康, 7.2亿创业慧康, 6.8亿密尔克卫, 6亿乐视退, 5.8亿北方导航",天然气/业绩预增/超跌反弹/军工/互联网医疗/项目中标/自主可控,"4板ST金鸿, 3板西部牧业, 2板甘化科工/*ST凯瑞/星期六/乐视退/卫宁健康/金盾股份/中船应急/中孚信息/密尔克卫",,16.68%德新交运,"3板飞天诚信(3.82%), 2板云南能投(3.19%), 2板百利科技(5.21%), 1板大港股份(2.9%), 1板ST交投(4.33%), 1板卫 士 通(8.78%)","54天万里扬, 31天国网信通, 30天国光股份, 22天沪电股份, 21天湖北宜化, 21天中恒电气, 21天安泰集团",42亿中国平安/36亿中兴通讯/18亿中国软件/17亿浪潮信息/16亿格力电器/16亿中科曙光/14亿贵州茅台/14亿卫宁健康/14亿长城军工/14亿用友网络/13亿平安银行/13亿东方财富,
"2018-09-03
周一
涨停明细",3,32,6,10,23.80%,5,3,2430亿,-0.14%,66.65亿,27.29亿,2.52亿,"2.52亿密尔克卫, 1.65亿*ST凯瑞, 1.62亿摩恩电气, 1.58亿卫宁健康, 1.42亿珈伟新能",7.66亿,"7.7亿乐视退, 7.1亿卫宁健康, 6.8亿沪电股份, 6.8亿密尔克卫, 3.9亿飞天诚信",天然气/业绩预增/实体安全锁/5G/超跌反弹/光伏行业/军工,"3板ST金鸿, 2板德龙汇能/西部牧业/飞天诚信/纵横通信",乐视退/ST联建,15.91%新泉股份/14.97%西部牧业,"5板康辰药业(6.82%), 1板神州高铁(8.21%), 1板天音控股(1.56%), 1板东方日升(4.33%)","53天万里扬, 30天国网信通, 29天国光股份, 27天中洲控股, 21天沪电股份",45亿中兴通讯/22亿伊利股份/20亿中国平安/20亿格力电器/20亿贵州茅台/14亿中科曙光/14亿浪潮信息/14亿万华化学/13亿康辰药业/13亿五 粮 液/13亿复星医药/12亿中国软件,
"2018-08-31
周五
涨停明细",1,16,12,8,33.30%,2,3,2486亿,-0.74%,30.94亿,16.65亿,1.71亿,"1.71亿广哈通信, 1.66亿盐湖股份, 1.62亿飞天诚信, 1.48亿暴风退, 1.43亿海得控制",5.91亿,"5.9亿德新交运, 4.2亿盐湖股份, 3.8亿斯太退, 3亿合兴包装, 2.6亿纵横通信",妖股/天然气/业绩预增/超跌反弹/盐湖提锂/工业互联网/股权转让,"3板德新交运, 2板ST金鸿",,14.71%乐视退,"3板乐视退(9.09%), 2板中路股份(5.99%), 2板白云电器(8.67%), 1板电投产融(3.56%), 1板沃华医药(2.41%), 1板ST联建(3.66%)","52天万里扬, 29天国网信通, 28天国光股份, 26天中洲控股, 21天烽火通信",45亿伊利股份/41亿中兴通讯/40亿格力电器/39亿贵州茅台/33亿中国平安/25亿复星医药/19亿恒瑞医药/16亿美的集团/15亿五 粮 液/13亿平安银行/13亿科大讯飞/13亿招商银行,
"2018-08-30
周四
涨停明细",1,10,7,13,56.50%,1,2,2535亿,-1.29%,31.99亿,16.63亿,7.78亿,"7.78亿吉宏股份, 3.54亿绿色动力, 1.04亿海信家电, 0.98亿ST金鸿, 0.73亿德新交运",7.9亿,"7.9亿乐视退, 7.6亿绿色动力, 5.6亿众应退, 5.6亿德新交运, 2.4亿海信家电",西部大开发/超跌反弹/白色家电/业绩增长+高送转/法拉第相关/空气治理/次新股,2板德新交运,乐视退,,"3板科林电气(7.99%), 2板迅游科技(7.55%), 1板北京科锐(2.63%), 1板三维化学(6.94%), 1板圣阳股份(6.6%)","51天万里扬, 29天重药控股, 28天国网信通, 27天国光股份, 25天中洲控股, 25天华菱钢铁, 21天韶钢松山",39亿中兴通讯/30亿京东方Ａ/29亿中国平安/23亿贵州茅台/20亿格力电器/17亿科大讯飞/16亿亨通光电/15亿分众传媒/14亿万华化学/14亿长城军工/12亿五 粮 液/11亿美的集团,
"2018-08-29
周三
涨停明细",2,18,4,17,48.60%,2,2,2464亿,-0.47%,29.36亿,45.47亿,24.49亿,"24.49亿松发股份, 3.18亿三六零, 2.39亿科大国创, 1.97亿汉钟精机, 1.91亿盐湖股份",5.2亿,"5.2亿三六零, 5.1亿盐湖股份, 3.6亿美联新材, 3.6亿德新交运, 1.9亿钧达股份",超跌反弹+填权/雄安新区/超跌反弹/业绩增长/盐湖提锂/业绩预增+超跌反弹/雄安地热,2板光启技术/科林电气,,,"3板剑桥科技(4.18%), 3板百利科技(0.94%), 1板中润资源(5.81%), 1板南天信息(0.98%), 1板天桥起重(4.02%)","50天万里扬, 28天重药控股, 27天国网信通, 26天国光股份, 24天中洲控股, 24天华菱钢铁",40亿中兴通讯/32亿分众传媒/26亿科大讯飞/23亿京东方Ａ/19亿贵州茅台/18亿中国平安/15亿五 粮 液/15亿中国软件/15亿长城军工/15亿格力电器/11亿钒钛股份/11亿万华化学,
"2018-08-28
周二
涨停明细",4,24,6,17,41.50%,6,4,2915亿,-0.02%,37.41亿,51.01亿,19.1亿,"19.1亿莱克电气, 5.22亿华达科技, 2.1亿神火股份, 1.88亿北纬科技, 1.78亿山东矿机",6.79亿,"6.8亿神火股份, 6亿山东矿机, 3.7亿中电电机, 2.9亿联诚精密, 2.9亿新晨科技",业绩增长+高送转/业绩大增/5G/高送转/推进重组/超跌反弹/业绩增长,"4板山东矿机, 2板圣阳股份/吴通控股/剑桥科技/百利科技/中电电机",金桥信息,,"4板熙菱信息(-2.4%), 3板启迪药业(4.88%), 2板拓日新能(1.34%), 2板雪迪龙(4.64%), 2板安达维尔(1.41%), 1板深天地Ａ(6.63%), 1板冰轮环境(7.2%), 1板罗平锌电(7.47%)","49天万里扬, 27天重药控股, 26天国网信通, 25天国光股份, 23天中洲控股, 23天华菱钢铁",52亿中兴通讯/27亿中国平安/25亿五 粮 液/22亿长城军工/22亿贵州茅台/21亿京东方Ａ/19亿中国软件/16亿格力电器/15亿华友钴业/15亿万华化学/14亿美的集团/14亿东方园林,
"2018-08-27
周一
涨停明细",3,36,5,24,40.00%,7,4,3233亿,2.38%,97.37亿,45.35亿,8.48亿,"8.48亿山东矿机, 3.79亿长城军工, 2.7亿春光科技, 2.27亿帝欧家居, 2.06亿世运电路",17.31亿,"17.3亿复星医药, 13亿长城军工, 9亿华兰生物, 8.4亿顺鑫农业, 7.4亿沪电股份",国产软件/业绩增长+高送转/西部大开发+填权/医药/PCB+业绩增长/西部大开发/并购重组,"4板天利科技, 3板山东矿机/熙菱信息, 2板启迪药业/甘咨询/沪电股份/天顺股份",,17.40%利德曼/17.07%退市环球/14.29%春兴精工,"6板德新交运(0.87%), 3板新莱应材(-1.51%), 2板当代退(5.16%), 2板东湖高新(2.15%), 2板正平股份(7.91%), 1板国新健康(6.63%), 1板航天发展(9.7%), 1板河钢资源(8.82%)","48天万里扬, 25天柳 工, 25天国网信通, 24天国光股份, 22天中洲控股, 22天华菱钢铁",44亿中兴通讯/37亿中国平安/33亿贵州茅台/31亿京东方Ａ/23亿平安银行/22亿五 粮 液/22亿格力电器/19亿恒瑞医药/17亿复星医药/17亿东方财富/16亿美的集团/15亿亨通光电,
"2018-08-24
周五
涨停明细",3,26,9,12,31.60%,7,5,2392亿,-0.01%,39.02亿,42.44亿,10.3亿,"10.3亿山东矿机, 6.96亿金石亚药, 2.38亿众应退, 2.2亿润都股份, 2.1亿当代退",4.26亿,"4.3亿金证股份, 3.7亿沪电股份, 3.4亿当代退, 3.4亿德新交运, 3.4亿天成自控",西部大开发/国产软件/超跌反弹/高送转/业绩增长+高送转/西部大开发+填权/自主可控+填权,"5板德新交运, 3板天利科技, 2板山东矿机/新莱应材/熙菱信息/中孚信息/天成自控",甘咨询,14.37%德新交运,"3板通化金马(5.26%), 2板钱江摩托(9.59%), 2板普路通(5.95%), 1板ST步森(2.82%), 1板顺威股份(6.05%), 1板立方数科(3.79%)","47天万里扬, 40天汤臣倍健, 24天柳 工, 24天国网信通, 23天国光股份, 21天中洲控股, 21天华菱钢铁",36亿中国平安/34亿中兴通讯/30亿平安银行/27亿钒钛股份/17亿贵州茅台/13亿招商银行/13亿恒瑞医药/12亿恒生电子/12亿中国软件/12亿五 粮 液/11亿格力电器/11亿东方财富,
"2018-08-23
周四
涨停明细",1,29,6,21,42.00%,4,4,2522亿,0.46%,42.16亿,42.81亿,11.42亿,"11.42亿山东矿机, 4.45亿密尔克卫, 1.86亿新易盛, 1.85亿意华股份, 1.8亿兴化股份",4.97亿,"5亿密尔克卫, 3.9亿当升科技, 3.6亿新易盛, 3.3亿德新交运, 3.1亿利德曼",资产重组/国产软件/燃料乙醇/重组获受理/超跌反弹/小米产业链/5G,"4板德新交运, 2板通化金马/兴化股份/天利科技",新易盛,16.30%德新交运/15.73%新易盛,"1板东旭蓝天(7.88%), 1板中兴通讯(8.42%), 1板海德股份(1.8%)","46天万里扬, 39天汤臣倍健, 31天华新水泥, 23天柳 工, 23天国网信通, 22天国光股份",55亿中兴通讯/47亿中国平安/20亿中国软件/18亿贵州茅台/16亿东方财富/16亿格力电器/14亿三安光电/14亿中科曙光/14亿美的集团/13亿恒生电子/13亿京东方Ａ/13亿万华化学,
"2018-08-22
周三
涨停明细",0,18,18,15,45.40%,2,3,2293亿,-0.90%,34.83亿,17.29亿,2.48亿,"2.48亿泰永长征, 2.2亿航天晨光, 1.78亿厚普股份, 1.66亿神州数码, 1.13亿金一文化",9.66亿,"9.7亿乐视退, 3.4亿宏辉果蔬, 3.1亿厚普股份, 3亿青松股份, 2.3亿德新交运",资产重组/债务问题取得进展/超跌反弹/贸易战受益股/超跌反弹+医药/甲醇/实控人变更,"3板德新交运, 2板乐视退",,,"3板博深股份(-1.57%), 3板新易盛(2.78%), 2板昌红科技(5.1%), 2板航天机电(3.75%), 1板中广核技(3.27%), 1板物产金轮(4.12%), 1板宜通世纪(4.15%)","45天万里扬, 38天汤臣倍健, 30天华新水泥, 22天柳 工, 22天国网信通, 21天国光股份",64亿中国平安/20亿中兴通讯/14亿贵州茅台/13亿捷佳伟创/13亿中国软件/11亿药明康德/11亿格力电器/11亿鲁抗医药/11亿风华高科/10亿万 科Ａ,
"2018-08-21
周二
涨停明细",1,37,10,14,27.40%,7,3,2808亿,1.46%,65.68亿,38.98亿,3.22亿,"3.22亿乐视退, 2.72亿锐科激光, 2.01亿德新交运, 1.96亿赫美集团, 1.86亿聚灿光电",13.3亿,"13.3亿锐科激光, 4.3亿美年健康, 3.6亿神雾节能, 3.1亿南卫股份, 2.8亿聚灿光电",区块链/业绩预增/业绩大增/5G/股权转让/资产重组/超跌反弹,"3板新晨科技, 2板博深股份/京威股份/利德曼/新易盛/宜宾纸业/德新交运",南卫股份,22.27%南卫股份,"4板神宇股份(1.84%), 2板奥士康(6.29%), 2板移为通信(8.78%), 1板中成股份(6.27%), 1板柘中股份(4.01%), 1板金安国纪(5.32%)","44天万里扬, 37天汤臣倍健, 29天华新水泥, 21天柳 工, 21天国网信通",38亿中国平安/35亿贵州茅台/33亿中兴通讯/23亿格力电器/23亿五 粮 液/19亿北讯退/18亿海康威视/16亿恒瑞医药/16亿大华股份/16亿美的集团/16亿中国软件/16亿伊利股份,
"2018-08-20
周一
涨停明细",2,29,17,11,27.50%,2,3,2647亿,0.89%,49.25亿,32.37亿,5.14亿,"5.14亿利德曼, 1.92亿中科金财, 1.84亿鲁抗医药, 1.74亿沧州明珠, 1.59亿三六五网",5.11亿,"5.1亿中通国脉, 4.1亿鲁抗医药, 4亿邦讯退, 3.4亿中科金财, 3.3亿中科创达",5G/区块链/超跌反弹/业绩预增/住房租赁/业绩大增/新能源汽车产业链,"3板神宇股份, 2板新晨科技",,16.87%宝光股份/16.70%赛隆药业/14.75%神宇股份/14.74%中通国脉,"6板捷佳伟创(5.6%), 2板南卫股份(-0.81%), 1板斯太退(7.14%), 1板泰尔股份(0.72%), 1板远东传动(5.26%)","43天万里扬, 36天汤臣倍健, 28天华新水泥",31亿贵州茅台/30亿中兴通讯/27亿中国平安/19亿中国软件/19亿恒瑞医药/18亿五 粮 液/17亿捷佳伟创/16亿中国联通/14亿格力电器/13亿万华化学/13亿分众传媒/13亿华友钴业,
"2018-08-17
周五
涨停明细",1,10,21,13,56.50%,2,4,2655亿,-1.51%,23.43亿,13.81亿,3.13亿,"3.13亿彤程新材, 2.05亿厚普股份, 1.63亿浙江东日, 1.6亿新晨科技, 1.3亿南卫股份",8.04亿,"8亿彤程新材, 5.5亿高乐股份, 2.4亿浙江东日, 2.3亿厚普股份, 1.7亿神宇股份",人民币贬值受益/5G/超跌反弹/新零售/收购意向/天然气/区块链,"4板高乐股份, 2板神宇股份",,14.29%津滨发展,"3板东方网络(6.83%), 2板津滨发展(9.23%), 2板群兴玩具(1.65%), 1板四川九洲(4.86%), 1板二三四五(1.87%), 1板新动力(6.25%)","42天万里扬, 35天汤臣倍健, 27天华新水泥",30亿贵州茅台/29亿中兴通讯/23亿万华化学/21亿恒瑞医药/20亿中国平安/18亿分众传媒/16亿五 粮 液/15亿中国联通/15亿中国软件/14亿风华高科/13亿复星医药/13亿美的集团,
"2018-08-16
周四
涨停明细",1,17,11,25,59.50%,2,3,2708亿,-0.80%,27.39亿,19.46亿,4.04亿,"4.04亿中 关 村, 2.28亿东方网络, 1.46亿神宇股份, 1.39亿创源股份, 1.32亿中通国脉",3.41亿,"3.4亿高乐股份, 3.4亿赫美集团, 3.3亿中通国脉, 2.3亿群兴玩具, 2亿钢研高纳",人民币贬值受益/天津国资改革/超跌反弹/二胎概念/5G/国企改革/要约收购,"3板高乐股份, 2板金开新能",东方网络,16.16%赫美集团/15.69%卓朗科技,"3板汇金科技(2.65%), 2板*ST万方(-3.27%), 2板中钨高新(1.88%), 2板聚灿光电(1.18%), 2板南纺股份(2.22%), 1板华神科技(8.13%), 1板神雾节能(9.33%), 1板河钢资源(5.75%)","41天万里扬, 34天汤臣倍健, 26天华新水泥",43亿中兴通讯/39亿贵州茅台/28亿中国联通/27亿中国平安/19亿五 粮 液/15亿中国软件/14亿东方财富/14亿密尔克卫/14亿京东方Ａ/14亿美的集团/14亿格力电器/13亿紫光国微,
